funcid,dim,milestone,error
13,30,1,3.478561e+08
13,30,2,1.062849e+06
13,30,3,1.620090e+05
13,30,5,1.417934e+05
13,30,10,1.417656e+05
13,30,20,1.417570e+05
13,30,30,1.417570e+05
13,30,40,1.417570e+05
13,30,50,1.417570e+05
13,30,60,1.417570e+05
13,30,70,1.417570e+05
13,30,80,1.417570e+05
13,30,90,1.417570e+05
13,30,100,1.417570e+05
13,30,1,1.303036e+08
13,30,2,1.208579e+06
13,30,3,1.001756e+05
13,30,5,8.983744e+04
13,30,10,8.981510e+04
13,30,20,8.981098e+04
13,30,30,8.981098e+04
13,30,40,8.981098e+04
13,30,50,8.981098e+04
13,30,60,8.981098e+04
13,30,70,8.981098e+04
13,30,80,8.981098e+04
13,30,90,8.981098e+04
13,30,100,8.981098e+04
13,30,1,4.257303e+08
13,30,2,2.409381e+06
13,30,3,2.119376e+05
13,30,5,1.979504e+05
13,30,10,1.978941e+05
13,30,20,1.978774e+05
13,30,30,1.978774e+05
13,30,40,1.978774e+05
13,30,50,1.978774e+05
13,30,60,1.978774e+05
13,30,70,1.978774e+05
13,30,80,1.978774e+05
13,30,90,1.978774e+05
13,30,100,1.978774e+05
13,30,1,1.249683e+08
13,30,2,1.082125e+06
13,30,3,1.769892e+05
13,30,5,1.149090e+05
13,30,10,1.148744e+05
13,30,20,1.148653e+05
13,30,30,1.148653e+05
13,30,40,1.148653e+05
13,30,50,1.148653e+05
13,30,60,1.148653e+05
13,30,70,1.148653e+05
13,30,80,1.148653e+05
13,30,90,1.148653e+05
13,30,100,1.148653e+05
13,30,1,4.494684e+08
13,30,2,1.691211e+06
13,30,3,1.369311e+05
13,30,5,1.023845e+05
13,30,10,1.023491e+05
13,30,20,1.023394e+05
13,30,30,1.023394e+05
13,30,40,1.023394e+05
13,30,50,1.023394e+05
13,30,60,1.023394e+05
13,30,70,1.023394e+05
13,30,80,1.023394e+05
13,30,90,1.023394e+05
13,30,100,1.023394e+05
