funcid,dim,milestone,error
27,30,1,8.348147e+02
27,30,2,6.781103e+02
27,30,3,6.736006e+02
27,30,5,6.726574e+02
27,30,10,6.360291e+02
27,30,20,6.269022e+02
27,30,30,6.269022e+02
27,30,40,6.269022e+02
27,30,50,6.269022e+02
27,30,60,6.269022e+02
27,30,70,6.269022e+02
27,30,80,6.269022e+02
27,30,90,6.269022e+02
27,30,100,6.269022e+02
27,30,1,8.265309e+02
27,30,2,6.760756e+02
27,30,3,6.690784e+02
27,30,5,6.668831e+02
27,30,10,6.272501e+02
27,30,20,6.243730e+02
27,30,30,6.243730e+02
27,30,40,6.243730e+02
27,30,50,6.243730e+02
27,30,60,6.243730e+02
27,30,70,6.243730e+02
27,30,80,6.243730e+02
27,30,90,6.243730e+02
27,30,100,6.243730e+02
27,30,1,9.030804e+02
27,30,2,7.385592e+02
27,30,3,6.291128e+02
27,30,5,6.144687e+02
27,30,10,5.865999e+02
27,30,20,5.857235e+02
27,30,30,5.857235e+02
27,30,40,5.857235e+02
27,30,50,5.857235e+02
27,30,60,5.857235e+02
27,30,70,5.857235e+02
27,30,80,5.857235e+02
27,30,90,5.857235e+02
27,30,100,5.857235e+02
27,30,1,7.984353e+02
27,30,2,6.373018e+02
27,30,3,6.310469e+02
27,30,5,6.285376e+02
27,30,10,5.484384e+02
27,30,20,5.445250e+02
27,30,30,5.445250e+02
27,30,40,5.445250e+02
27,30,50,5.445250e+02
27,30,60,5.445250e+02
27,30,70,5.445250e+02
27,30,80,5.445250e+02
27,30,90,5.445250e+02
27,30,100,5.445250e+02
27,30,1,7.483687e+02
27,30,2,5.950029e+02
27,30,3,5.914048e+02
27,30,5,5.904162e+02
27,30,10,5.901729e+02
27,30,20,5.901298e+02
27,30,30,5.901298e+02
27,30,40,5.901298e+02
27,30,50,5.901298e+02
27,30,60,5.901298e+02
27,30,70,5.901298e+02
27,30,80,5.901298e+02
27,30,90,5.901298e+02
27,30,100,5.901298e+02
