funcid,dim,milestone,error
21,30,1,5.836506e+02
21,30,2,4.444854e+02
21,30,3,4.286949e+02
21,30,5,4.241501e+02
21,30,10,4.225006e+02
21,30,20,4.218177e+02
21,30,30,4.218177e+02
21,30,40,4.218177e+02
21,30,50,4.218177e+02
21,30,60,4.218177e+02
21,30,70,4.218177e+02
21,30,80,4.218177e+02
21,30,90,4.218177e+02
21,30,100,4.218177e+02
21,30,1,4.886806e+02
21,30,2,3.250253e+02
21,30,3,3.167766e+02
21,30,5,3.154092e+02
21,30,10,3.151088e+02
21,30,20,3.149979e+02
21,30,30,3.149979e+02
21,30,40,3.149979e+02
21,30,50,3.149979e+02
21,30,60,3.149979e+02
21,30,70,3.149979e+02
21,30,80,3.149979e+02
21,30,90,3.149979e+02
21,30,100,3.149979e+02
21,30,1,5.472961e+02
21,30,2,3.502525e+02
21,30,3,3.426041e+02
21,30,5,3.412903e+02
21,30,10,3.411861e+02
21,30,20,3.411495e+02
21,30,30,3.411495e+02
21,30,40,3.411495e+02
21,30,50,3.411495e+02
21,30,60,3.411495e+02
21,30,70,3.411495e+02
21,30,80,3.411495e+02
21,30,90,3.411495e+02
21,30,100,3.411495e+02
21,30,1,5.358978e+02
21,30,2,4.220880e+02
21,30,3,4.049600e+02
21,30,5,4.028186e+02
21,30,10,4.025471e+02
21,30,20,4.024344e+02
21,30,30,4.024344e+02
21,30,40,4.024344e+02
21,30,50,4.024344e+02
21,30,60,4.024344e+02
21,30,70,4.024344e+02
21,30,80,4.024344e+02
21,30,90,4.024344e+02
21,30,100,4.024344e+02
21,30,1,5.400074e+02
21,30,2,3.877617e+02
21,30,3,3.799248e+02
21,30,5,3.792161e+02
21,30,10,3.792023e+02
21,30,20,3.791982e+02
21,30,30,3.791982e+02
21,30,40,3.791982e+02
21,30,50,3.791982e+02
21,30,60,3.791982e+02
21,30,70,3.791982e+02
21,30,80,3.791982e+02
21,30,90,3.791982e+02
21,30,100,3.791982e+02
