funcid,dim,milestone,error
8,30,1,3.586894e+02
8,30,2,1.991014e+02
8,30,3,1.862744e+02
8,30,5,1.850965e+02
8,30,10,1.850619e+02
8,30,20,1.850605e+02
8,30,30,1.850605e+02
8,30,40,1.850605e+02
8,30,50,1.850605e+02
8,30,60,1.850605e+02
8,30,70,1.850605e+02
8,30,80,1.850605e+02
8,30,90,1.850605e+02
8,30,100,1.850605e+02
8,30,1,3.184838e+02
8,30,2,1.806878e+02
8,30,3,1.689768e+02
8,30,5,1.671888e+02
8,30,10,1.671533e+02
8,30,20,1.671523e+02
8,30,30,1.671523e+02
8,30,40,1.671523e+02
8,30,50,1.671523e+02
8,30,60,1.671523e+02
8,30,70,1.671523e+02
8,30,80,1.671523e+02
8,30,90,1.671523e+02
8,30,100,1.671523e+02
8,30,1,4.025442e+02
8,30,2,2.543608e+02
8,30,3,2.437532e+02
8,30,5,2.418100e+02
8,30,10,2.417743e+02
8,30,20,2.417735e+02
8,30,30,2.417735e+02
8,30,40,2.417735e+02
8,30,50,2.417735e+02
8,30,60,2.417735e+02
8,30,70,2.417735e+02
8,30,80,2.417735e+02
8,30,90,2.417735e+02
8,30,100,2.417735e+02
8,30,1,2.949547e+02
8,30,2,9.501794e+01
8,30,3,8.618459e+01
8,30,5,8.462411e+01
8,30,10,8.457377e+01
8,30,20,8.457218e+01
8,30,30,8.457218e+01
8,30,40,8.457218e+01
8,30,50,8.457218e+01
8,30,60,8.457218e+01
8,30,70,8.457218e+01
8,30,80,8.457218e+01
8,30,90,8.457218e+01
8,30,100,8.457218e+01
8,30,1,3.557770e+02
8,30,2,1.654342e+02
8,30,3,1.467524e+02
8,30,5,1.452907e+02
8,30,10,1.452647e+02
8,30,20,1.452637e+02
8,30,30,1.452637e+02
8,30,40,1.452637e+02
8,30,50,1.452637e+02
8,30,60,1.452637e+02
8,30,70,1.452637e+02
8,30,80,1.452637e+02
8,30,90,1.452637e+02
8,30,100,1.452637e+02
