funcid,dim,milestone,error
1,30,1,1.715600e+10
1,30,2,4.285180e+07
1,30,3,1.493693e+06
1,30,5,2.084364e+04
1,30,10,1.242275e+04
1,30,20,1.237382e+04
1,30,30,1.237382e+04
1,30,40,1.237382e+04
1,30,50,1.237382e+04
1,30,60,1.237382e+04
1,30,70,1.237382e+04
1,30,80,1.237382e+04
1,30,90,1.237382e+04
1,30,100,1.237382e+04
1,30,1,1.499380e+10
1,30,2,2.958765e+07
1,30,3,1.392438e+06
1,30,5,4.044703e+04
1,30,10,5.755610e+02
1,30,20,1.350200e+02
1,30,30,1.350200e+02
1,30,40,1.350200e+02
1,30,50,1.350200e+02
1,30,60,1.350200e+02
1,30,70,1.350200e+02
1,30,80,1.350200e+02
1,30,90,1.350200e+02
1,30,100,1.350200e+02
1,30,1,2.179750e+10
1,30,2,2.329236e+07
1,30,3,1.394459e+06
1,30,5,2.534670e+04
1,30,10,1.202417e+04
1,30,20,1.186227e+04
1,30,30,1.186227e+04
1,30,40,1.186227e+04
1,30,50,1.186227e+04
1,30,60,1.186227e+04
1,30,70,1.186227e+04
1,30,80,1.186227e+04
1,30,90,1.186227e+04
1,30,100,1.186227e+04
1,30,1,2.557498e+10
1,30,2,3.113298e+07
1,30,3,1.495614e+06
1,30,5,4.429021e+04
1,30,10,2.107490e+04
1,30,20,2.038728e+04
1,30,30,2.038728e+04
1,30,40,2.038728e+04
1,30,50,2.038728e+04
1,30,60,2.038728e+04
1,30,70,2.038728e+04
1,30,80,2.038728e+04
1,30,90,2.038728e+04
1,30,100,2.038728e+04
1,30,1,1.672015e+10
1,30,2,2.418399e+07
1,30,3,1.389856e+06
1,30,5,3.048180e+04
1,30,10,1.202343e+04
1,30,20,1.195504e+04
1,30,30,1.195504e+04
1,30,40,1.195504e+04
1,30,50,1.195504e+04
1,30,60,1.195504e+04
1,30,70,1.195504e+04
1,30,80,1.195504e+04
1,30,90,1.195504e+04
1,30,100,1.195504e+04
