funcid,dim,milestone,error
17,30,1,1.078165e+03
17,30,2,5.100107e+02
17,30,3,4.949332e+02
17,30,5,4.852779e+02
17,30,10,4.665923e+02
17,30,20,4.617632e+02
17,30,30,4.617632e+02
17,30,40,4.617632e+02
17,30,50,4.617632e+02
17,30,60,4.617632e+02
17,30,70,4.617632e+02
17,30,80,4.617632e+02
17,30,90,4.617632e+02
17,30,100,4.617632e+02
17,30,1,7.505823e+02
17,30,2,3.984988e+02
17,30,3,3.709502e+02
17,30,5,3.673810e+02
17,30,10,3.666226e+02
17,30,20,3.664233e+02
17,30,30,3.664233e+02
17,30,40,3.664233e+02
17,30,50,3.664233e+02
17,30,60,3.664233e+02
17,30,70,3.664233e+02
17,30,80,3.664233e+02
17,30,90,3.664233e+02
17,30,100,3.664233e+02
17,30,1,1.124007e+03
17,30,2,7.469832e+02
17,30,3,7.300060e+02
17,30,5,7.248474e+02
17,30,10,7.241485e+02
17,30,20,7.239919e+02
17,30,30,7.239919e+02
17,30,40,7.239919e+02
17,30,50,7.239919e+02
17,30,60,7.239919e+02
17,30,70,7.239919e+02
17,30,80,7.239919e+02
17,30,90,7.239919e+02
17,30,100,7.239919e+02
17,30,1,1.033736e+03
17,30,2,5.643473e+02
17,30,3,5.510759e+02
17,30,5,4.383100e+02
17,30,10,4.037856e+02
17,30,20,4.022176e+02
17,30,30,4.022176e+02
17,30,40,4.022176e+02
17,30,50,4.022176e+02
17,30,60,4.022176e+02
17,30,70,4.022176e+02
17,30,80,4.022176e+02
17,30,90,4.022176e+02
17,30,100,4.022176e+02
17,30,1,1.018424e+03
17,30,2,7.876255e+02
17,30,3,7.540646e+02
17,30,5,7.459299e+02
17,30,10,6.105840e+02
17,30,20,6.074404e+02
17,30,30,6.074404e+02
17,30,40,6.074404e+02
17,30,50,6.074404e+02
17,30,60,6.074404e+02
17,30,70,6.074404e+02
17,30,80,6.074404e+02
17,30,90,6.074404e+02
17,30,100,6.074404e+02
