funcid,dim,milestone,error
4,30,1,1.965915e+03
4,30,2,1.471167e+02
4,30,3,1.022775e+02
4,30,5,9.002868e+01
4,30,10,8.933020e+01
4,30,20,8.890794e+01
4,30,30,8.890794e+01
4,30,40,8.890794e+01
4,30,50,8.890794e+01
4,30,60,8.890794e+01
4,30,70,8.890794e+01
4,30,80,8.890794e+01
4,30,90,8.890794e+01
4,30,100,8.890794e+01
4,30,1,7.304207e+03
4,30,2,1.035367e+02
4,30,3,8.752717e+01
4,30,5,8.547398e+01
4,30,10,8.331600e+01
4,30,20,8.100816e+01
4,30,30,8.100816e+01
4,30,40,8.100816e+01
4,30,50,8.100816e+01
4,30,60,8.100816e+01
4,30,70,8.100816e+01
4,30,80,8.100816e+01
4,30,90,8.100816e+01
4,30,100,8.100816e+01
4,30,1,3.267408e+03
4,30,2,1.489752e+02
4,30,3,1.279148e+02
4,30,5,1.245745e+02
4,30,10,1.240392e+02
4,30,20,1.234141e+02
4,30,30,1.234141e+02
4,30,40,1.234141e+02
4,30,50,1.234141e+02
4,30,60,1.234141e+02
4,30,70,1.234141e+02
4,30,80,1.234141e+02
4,30,90,1.234141e+02
4,30,100,1.234141e+02
4,30,1,1.081907e+03
4,30,2,1.312331e+02
4,30,3,1.209371e+02
4,30,5,1.179789e+02
4,30,10,1.171385e+02
4,30,20,1.169199e+02
4,30,30,1.169199e+02
4,30,40,1.169199e+02
4,30,50,1.169199e+02
4,30,60,1.169199e+02
4,30,70,1.169199e+02
4,30,80,1.169199e+02
4,30,90,1.169199e+02
4,30,100,1.169199e+02
4,30,1,5.370599e+03
4,30,2,1.475214e+02
4,30,3,1.062598e+02
4,30,5,9.039193e+01
4,30,10,8.765862e+01
4,30,20,8.712468e+01
4,30,30,8.712468e+01
4,30,40,8.712468e+01
4,30,50,8.712468e+01
4,30,60,8.712468e+01
4,30,70,8.712468e+01
4,30,80,8.712468e+01
4,30,90,8.712468e+01
4,30,100,8.712468e+01
