funcid,dim,milestone,error
6,30,1,8.691875e+01
6,30,2,6.253103e+01
6,30,3,5.866498e+01
6,30,5,5.665326e+01
6,30,10,5.621996e+01
6,30,20,5.604979e+01
6,30,30,5.604979e+01
6,30,40,5.604979e+01
6,30,50,5.604979e+01
6,30,60,5.604979e+01
6,30,70,5.604979e+01
6,30,80,5.604979e+01
6,30,90,5.604979e+01
6,30,100,5.604979e+01
6,30,1,8.933711e+01
6,30,2,6.979906e+01
6,30,3,6.322253e+01
6,30,5,6.107588e+01
6,30,10,6.081608e+01
6,30,20,6.074085e+01
6,30,30,6.074085e+01
6,30,40,6.074085e+01
6,30,50,6.074085e+01
6,30,60,6.074085e+01
6,30,70,6.074085e+01
6,30,80,6.074085e+01
6,30,90,6.074085e+01
6,30,100,6.074085e+01
6,30,1,7.733681e+01
6,30,2,5.301925e+01
6,30,3,4.896727e+01
6,30,5,4.772869e+01
6,30,10,4.737833e+01
6,30,20,4.727990e+01
6,30,30,4.727990e+01
6,30,40,4.727990e+01
6,30,50,4.727990e+01
6,30,60,4.727990e+01
6,30,70,4.727990e+01
6,30,80,4.727990e+01
6,30,90,4.727990e+01
6,30,100,4.727990e+01
6,30,1,8.359852e+01
6,30,2,6.841603e+01
6,30,3,6.168698e+01
6,30,5,5.946305e+01
6,30,10,5.908598e+01
6,30,20,5.891972e+01
6,30,30,5.891972e+01
6,30,40,5.891972e+01
6,30,50,5.891972e+01
6,30,60,5.891972e+01
6,30,70,5.891972e+01
6,30,80,5.891972e+01
6,30,90,5.891972e+01
6,30,100,5.891972e+01
6,30,1,7.513362e+01
6,30,2,5.501520e+01
6,30,3,5.002051e+01
6,30,5,4.927461e+01
6,30,10,4.909222e+01
6,30,20,4.903295e+01
6,30,30,4.903295e+01
6,30,40,4.903295e+01
6,30,50,4.903295e+01
6,30,60,4.903295e+01
6,30,70,4.903295e+01
6,30,80,4.903295e+01
6,30,90,4.903295e+01
6,30,100,4.903295e+01
