funcid,dim,milestone,error
15,10,1,4.167146e+04
15,10,2,4.167146e+04
15,10,3,4.167146e+04
15,10,5,4.167146e+04
15,10,10,4.167146e+04
15,10,20,4.167146e+04
15,10,30,4.167146e+04
15,10,40,4.167146e+04
15,10,50,4.167146e+04
15,10,60,4.167146e+04
15,10,70,4.167146e+04
15,10,80,4.167146e+04
15,10,90,4.167146e+04
15,10,100,4.167146e+04
15,10,1,2.741105e+05
15,10,2,1.685330e+05
15,10,3,1.685330e+05
15,10,5,2.234034e+04
15,10,10,2.234034e+04
15,10,20,2.234034e+04
15,10,30,2.234034e+04
15,10,40,2.234034e+04
15,10,50,2.234034e+04
15,10,60,2.234034e+04
15,10,70,2.234034e+04
15,10,80,2.234034e+04
15,10,90,2.234034e+04
15,10,100,2.234034e+04
15,10,1,1.079218e+05
15,10,2,3.313339e+03
15,10,3,3.313339e+03
15,10,5,3.313339e+03
15,10,10,3.313339e+03
15,10,20,3.313339e+03
15,10,30,3.313339e+03
15,10,40,3.313339e+03
15,10,50,3.313339e+03
15,10,60,3.313339e+03
15,10,70,3.313339e+03
15,10,80,3.313339e+03
15,10,90,3.313339e+03
15,10,100,3.313339e+03
15,10,1,2.140423e+04
15,10,2,2.140423e+04
15,10,3,2.140423e+04
15,10,5,1.948193e+03
15,10,10,1.948193e+03
15,10,20,1.948193e+03
15,10,30,1.948193e+03
15,10,40,1.948193e+03
15,10,50,1.948193e+03
15,10,60,1.948193e+03
15,10,70,1.948193e+03
15,10,80,1.948193e+03
15,10,90,1.948193e+03
15,10,100,1.948193e+03
15,10,1,4.013948e+04
15,10,2,4.013948e+04
15,10,3,4.013948e+04
15,10,5,4.013948e+04
15,10,10,4.013948e+04
15,10,20,4.013948e+04
15,10,30,4.013948e+04
15,10,40,4.013948e+04
15,10,50,4.013948e+04
15,10,60,4.013948e+04
15,10,70,4.013948e+04
15,10,80,4.013948e+04
15,10,90,4.013948e+04
15,10,100,4.013948e+04
