funcid,dim,milestone,error
30,10,1,1.876905e+07
30,10,2,1.876905e+07
30,10,3,1.876905e+07
30,10,5,1.876905e+07
30,10,10,1.876905e+07
30,10,20,1.876905e+07
30,10,30,1.876905e+07
30,10,40,1.876905e+07
30,10,50,1.876905e+07
30,10,60,1.876905e+07
30,10,70,1.876905e+07
30,10,80,1.876905e+07
30,10,90,1.876905e+07
30,10,100,1.876905e+07
30,10,1,9.119766e+06
30,10,2,7.119948e+06
30,10,3,7.119948e+06
30,10,5,7.119948e+06
30,10,10,7.119948e+06
30,10,20,7.119948e+06
30,10,30,7.119948e+06
30,10,40,7.119948e+06
30,10,50,7.119948e+06
30,10,60,7.119948e+06
30,10,70,7.119948e+06
30,10,80,7.119948e+06
30,10,90,7.119948e+06
30,10,100,7.119948e+06
30,10,1,2.017705e+07
30,10,2,2.017705e+07
30,10,3,2.017705e+07
30,10,5,2.017705e+07
30,10,10,2.017705e+07
30,10,20,2.017705e+07
30,10,30,2.017705e+07
30,10,40,2.017705e+07
30,10,50,2.017705e+07
30,10,60,2.017705e+07
30,10,70,2.017705e+07
30,10,80,2.017705e+07
30,10,90,2.017705e+07
30,10,100,2.017705e+07
30,10,1,5.617594e+07
30,10,2,5.617594e+07
30,10,3,5.617594e+07
30,10,5,4.348819e+07
30,10,10,4.348819e+07
30,10,20,4.348819e+07
30,10,30,4.348819e+07
30,10,40,4.348819e+07
30,10,50,4.348819e+07
30,10,60,4.348819e+07
30,10,70,4.348819e+07
30,10,80,4.348819e+07
30,10,90,4.348819e+07
30,10,100,4.348819e+07
30,10,1,1.809403e+07
30,10,2,1.809403e+07
30,10,3,5.308906e+06
30,10,5,5.308906e+06
30,10,10,5.308906e+06
30,10,20,5.308906e+06
30,10,30,5.308906e+06
30,10,40,5.308906e+06
30,10,50,5.308906e+06
30,10,60,5.308906e+06
30,10,70,5.308906e+06
30,10,80,5.308906e+06
30,10,90,5.308906e+06
30,10,100,5.308906e+06
