funcid,dim,milestone,error
5,10,1,1.343702e+02
5,10,2,1.253946e+02
5,10,3,1.253946e+02
5,10,5,1.253946e+02
5,10,10,1.253946e+02
5,10,20,1.253946e+02
5,10,30,1.253946e+02
5,10,40,1.253946e+02
5,10,50,1.253946e+02
5,10,60,1.253946e+02
5,10,70,1.253946e+02
5,10,80,1.253946e+02
5,10,90,1.253946e+02
5,10,100,1.253946e+02
5,10,1,1.058474e+02
5,10,2,1.050807e+02
5,10,3,1.050807e+02
5,10,5,1.050807e+02
5,10,10,1.050807e+02
5,10,20,1.050807e+02
5,10,30,1.050807e+02
5,10,40,1.050807e+02
5,10,50,1.050807e+02
5,10,60,1.050807e+02
5,10,70,1.050807e+02
5,10,80,1.050807e+02
5,10,90,1.050807e+02
5,10,100,1.050807e+02
5,10,1,1.163977e+02
5,10,2,1.011703e+02
5,10,3,1.011703e+02
5,10,5,9.860293e+01
5,10,10,9.860293e+01
5,10,20,9.860293e+01
5,10,30,9.860293e+01
5,10,40,9.860293e+01
5,10,50,9.860293e+01
5,10,60,9.860293e+01
5,10,70,9.860293e+01
5,10,80,9.860293e+01
5,10,90,9.860293e+01
5,10,100,9.860293e+01
5,10,1,9.794453e+01
5,10,2,9.794453e+01
5,10,3,9.794453e+01
5,10,5,9.794453e+01
5,10,10,9.794453e+01
5,10,20,9.794453e+01
5,10,30,9.794453e+01
5,10,40,9.794453e+01
5,10,50,9.794453e+01
5,10,60,9.794453e+01
5,10,70,9.794453e+01
5,10,80,9.794453e+01
5,10,90,9.794453e+01
5,10,100,9.794453e+01
5,10,1,1.207139e+02
5,10,2,1.207139e+02
5,10,3,9.424032e+01
5,10,5,9.424032e+01
5,10,10,9.424032e+01
5,10,20,9.424032e+01
5,10,30,9.424032e+01
5,10,40,9.424032e+01
5,10,50,9.424032e+01
5,10,60,9.424032e+01
5,10,70,9.424032e+01
5,10,80,9.424032e+01
5,10,90,9.424032e+01
5,10,100,9.424032e+01
