funcid,dim,milestone,error
22,30,1,8.372038e+03
22,30,2,8.332472e+03
22,30,3,8.332472e+03
22,30,5,8.332472e+03
22,30,10,8.332472e+03
22,30,20,8.332472e+03
22,30,30,8.332472e+03
22,30,40,8.332472e+03
22,30,50,8.332472e+03
22,30,60,8.332472e+03
22,30,70,8.332472e+03
22,30,80,8.332472e+03
22,30,90,8.332472e+03
22,30,100,8.332472e+03
22,30,1,9.107655e+03
22,30,2,8.880866e+03
22,30,3,8.880866e+03
22,30,5,8.880866e+03
22,30,10,8.880866e+03
22,30,20,8.880866e+03
22,30,30,8.880866e+03
22,30,40,8.880866e+03
22,30,50,8.880866e+03
22,30,60,8.880866e+03
22,30,70,8.880866e+03
22,30,80,8.880866e+03
22,30,90,8.880866e+03
22,30,100,8.880866e+03
22,30,1,8.807138e+03
22,30,2,8.734037e+03
22,30,3,8.734037e+03
22,30,5,8.734037e+03
22,30,10,8.734037e+03
22,30,20,8.734037e+03
22,30,30,8.734037e+03
22,30,40,8.734037e+03
22,30,50,8.734037e+03
22,30,60,8.734037e+03
22,30,70,8.734037e+03
22,30,80,8.734037e+03
22,30,90,8.734037e+03
22,30,100,8.734037e+03
22,30,1,8.786035e+03
22,30,2,8.786035e+03
22,30,3,8.786035e+03
22,30,5,8.786035e+03
22,30,10,8.786035e+03
22,30,20,8.786035e+03
22,30,30,8.786035e+03
22,30,40,8.786035e+03
22,30,50,8.786035e+03
22,30,60,8.786035e+03
22,30,70,8.786035e+03
22,30,80,8.786035e+03
22,30,90,8.786035e+03
22,30,100,8.786035e+03
22,30,1,8.492939e+03
22,30,2,8.492939e+03
22,30,3,8.492939e+03
22,30,5,8.492939e+03
22,30,10,8.492939e+03
22,30,20,8.492939e+03
22,30,30,8.492939e+03
22,30,40,8.492939e+03
22,30,50,8.492939e+03
22,30,60,8.492939e+03
22,30,70,8.492939e+03
22,30,80,8.492939e+03
22,30,90,8.492939e+03
22,30,100,8.492939e+03
