funcid,dim,milestone,error
16,30,1,4.503323e+03
16,30,2,4.503323e+03
16,30,3,4.503323e+03
16,30,5,4.503323e+03
16,30,10,4.503323e+03
16,30,20,4.503323e+03
16,30,30,4.503323e+03
16,30,40,4.503323e+03
16,30,50,4.503323e+03
16,30,60,4.503323e+03
16,30,70,4.503323e+03
16,30,80,4.503323e+03
16,30,90,4.503323e+03
16,30,100,4.503323e+03
16,30,1,3.697971e+03
16,30,2,3.697971e+03
16,30,3,3.697971e+03
16,30,5,3.697971e+03
16,30,10,3.697971e+03
16,30,20,3.697971e+03
16,30,30,3.697971e+03
16,30,40,3.697971e+03
16,30,50,3.697971e+03
16,30,60,3.697971e+03
16,30,70,3.697971e+03
16,30,80,3.697971e+03
16,30,90,3.697971e+03
16,30,100,3.697971e+03
16,30,1,4.987682e+03
16,30,2,4.987682e+03
16,30,3,4.987682e+03
16,30,5,4.987682e+03
16,30,10,4.987682e+03
16,30,20,4.987682e+03
16,30,30,4.987682e+03
16,30,40,4.987682e+03
16,30,50,4.987682e+03
16,30,60,4.987682e+03
16,30,70,4.987682e+03
16,30,80,4.987682e+03
16,30,90,4.987682e+03
16,30,100,4.987682e+03
16,30,1,4.018784e+03
16,30,2,4.018784e+03
16,30,3,4.018784e+03
16,30,5,4.018784e+03
16,30,10,4.018784e+03
16,30,20,4.018784e+03
16,30,30,4.018784e+03
16,30,40,4.018784e+03
16,30,50,4.018784e+03
16,30,60,4.018784e+03
16,30,70,4.018784e+03
16,30,80,4.018784e+03
16,30,90,4.018784e+03
16,30,100,4.018784e+03
16,30,1,4.937041e+03
16,30,2,4.937041e+03
16,30,3,4.937041e+03
16,30,5,4.937041e+03
16,30,10,4.937041e+03
16,30,20,4.937041e+03
16,30,30,4.937041e+03
16,30,40,4.937041e+03
16,30,50,4.937041e+03
16,30,60,4.937041e+03
16,30,70,4.937041e+03
16,30,80,4.937041e+03
16,30,90,4.937041e+03
16,30,100,4.937041e+03
