funcid,dim,milestone,error
23,30,1,1.334028e+03
23,30,2,1.100272e+03
23,30,3,1.100272e+03
23,30,5,1.100272e+03
23,30,10,1.100272e+03
23,30,20,1.100272e+03
23,30,30,1.100272e+03
23,30,40,1.100272e+03
23,30,50,1.100272e+03
23,30,60,1.100272e+03
23,30,70,1.100272e+03
23,30,80,1.100272e+03
23,30,90,1.100272e+03
23,30,100,1.100272e+03
23,30,1,1.347334e+03
23,30,2,1.347334e+03
23,30,3,1.347334e+03
23,30,5,1.347334e+03
23,30,10,1.047064e+03
23,30,20,1.047064e+03
23,30,30,1.047064e+03
23,30,40,1.047064e+03
23,30,50,1.047064e+03
23,30,60,1.047064e+03
23,30,70,1.047064e+03
23,30,80,1.047064e+03
23,30,90,1.047064e+03
23,30,100,1.047064e+03
23,30,1,1.398031e+03
23,30,2,1.398031e+03
23,30,3,1.398031e+03
23,30,5,1.176709e+03
23,30,10,1.176709e+03
23,30,20,1.176709e+03
23,30,30,1.176709e+03
23,30,40,1.176709e+03
23,30,50,1.176709e+03
23,30,60,1.176709e+03
23,30,70,1.176709e+03
23,30,80,1.176709e+03
23,30,90,1.176709e+03
23,30,100,1.176709e+03
23,30,1,1.279195e+03
23,30,2,1.279195e+03
23,30,3,1.279195e+03
23,30,5,1.279195e+03
23,30,10,1.279195e+03
23,30,20,1.279195e+03
23,30,30,1.279195e+03
23,30,40,1.279195e+03
23,30,50,1.279195e+03
23,30,60,1.279195e+03
23,30,70,1.279195e+03
23,30,80,1.279195e+03
23,30,90,1.279195e+03
23,30,100,1.279195e+03
23,30,1,1.268950e+03
23,30,2,1.108416e+03
23,30,3,1.108416e+03
23,30,5,1.108416e+03
23,30,10,1.108416e+03
23,30,20,1.108416e+03
23,30,30,1.108416e+03
23,30,40,1.108416e+03
23,30,50,1.108416e+03
23,30,60,1.108416e+03
23,30,70,1.108416e+03
23,30,80,1.108416e+03
23,30,90,1.108416e+03
23,30,100,1.108416e+03
