funcid,dim,milestone,error
24,30,1,1.654747e+03
24,30,2,1.654747e+03
24,30,3,1.654747e+03
24,30,5,1.336194e+03
24,30,10,1.336194e+03
24,30,20,1.336194e+03
24,30,30,1.336194e+03
24,30,40,1.336194e+03
24,30,50,1.336194e+03
24,30,60,1.336194e+03
24,30,70,1.336194e+03
24,30,80,1.336194e+03
24,30,90,1.336194e+03
24,30,100,1.336194e+03
24,30,1,1.426745e+03
24,30,2,1.426745e+03
24,30,3,1.426745e+03
24,30,5,1.234785e+03
24,30,10,1.234785e+03
24,30,20,1.234785e+03
24,30,30,1.234785e+03
24,30,40,1.234785e+03
24,30,50,1.234785e+03
24,30,60,1.234785e+03
24,30,70,1.234785e+03
24,30,80,1.234785e+03
24,30,90,1.234785e+03
24,30,100,1.234785e+03
24,30,1,1.200167e+03
24,30,2,1.200167e+03
24,30,3,1.200167e+03
24,30,5,1.200167e+03
24,30,10,1.200167e+03
24,30,20,1.200167e+03
24,30,30,1.200167e+03
24,30,40,1.200167e+03
24,30,50,1.200167e+03
24,30,60,1.200167e+03
24,30,70,1.200167e+03
24,30,80,1.200167e+03
24,30,90,1.200167e+03
24,30,100,1.200167e+03
24,30,1,1.212958e+03
24,30,2,1.212958e+03
24,30,3,1.212958e+03
24,30,5,1.212958e+03
24,30,10,1.212958e+03
24,30,20,1.212958e+03
24,30,30,1.212958e+03
24,30,40,1.212958e+03
24,30,50,1.212958e+03
24,30,60,1.212958e+03
24,30,70,1.212958e+03
24,30,80,1.212958e+03
24,30,90,1.212958e+03
24,30,100,1.212958e+03
24,30,1,1.308286e+03
24,30,2,1.308286e+03
24,30,3,1.134965e+03
24,30,5,1.134965e+03
24,30,10,1.134965e+03
24,30,20,1.134965e+03
24,30,30,1.134965e+03
24,30,40,1.134965e+03
24,30,50,1.134965e+03
24,30,60,1.134965e+03
24,30,70,1.134965e+03
24,30,80,1.134965e+03
24,30,90,1.134965e+03
24,30,100,1.134965e+03
