funcid,dim,milestone,error
19,30,1,5.481684e+08
19,30,2,5.378734e+08
19,30,3,5.378734e+08
19,30,5,5.378734e+08
19,30,10,5.378734e+08
19,30,20,5.378734e+08
19,30,30,5.378734e+08
19,30,40,5.378734e+08
19,30,50,5.378734e+08
19,30,60,5.378734e+08
19,30,70,5.378734e+08
19,30,80,5.378734e+08
19,30,90,5.378734e+08
19,30,100,5.378734e+08
19,30,1,1.354974e+09
19,30,2,1.354811e+09
19,30,3,1.354811e+09
19,30,5,1.354811e+09
19,30,10,1.354811e+09
19,30,20,1.354811e+09
19,30,30,1.354811e+09
19,30,40,1.354811e+09
19,30,50,1.354811e+09
19,30,60,1.354811e+09
19,30,70,1.354811e+09
19,30,80,1.354811e+09
19,30,90,1.354811e+09
19,30,100,1.354811e+09
19,30,1,4.415896e+09
19,30,2,1.512202e+09
19,30,3,1.337998e+09
19,30,5,1.337998e+09
19,30,10,1.337998e+09
19,30,20,1.337998e+09
19,30,30,1.337998e+09
19,30,40,1.337998e+09
19,30,50,1.337998e+09
19,30,60,1.337998e+09
19,30,70,1.337998e+09
19,30,80,1.337998e+09
19,30,90,1.337998e+09
19,30,100,1.337998e+09
19,30,1,6.808059e+08
19,30,2,6.808059e+08
19,30,3,6.808059e+08
19,30,5,6.808059e+08
19,30,10,6.808059e+08
19,30,20,6.808059e+08
19,30,30,6.808059e+08
19,30,40,6.808059e+08
19,30,50,6.808059e+08
19,30,60,6.808059e+08
19,30,70,6.808059e+08
19,30,80,6.808059e+08
19,30,90,6.808059e+08
19,30,100,6.808059e+08
19,30,1,5.301808e+09
19,30,2,5.301808e+09
19,30,3,5.301808e+09
19,30,5,5.301808e+09
19,30,10,5.301808e+09
19,30,20,5.301808e+09
19,30,30,5.301808e+09
19,30,40,5.301808e+09
19,30,50,5.301808e+09
19,30,60,5.301808e+09
19,30,70,5.301808e+09
19,30,80,5.301808e+09
19,30,90,5.301808e+09
19,30,100,5.301808e+09
