funcid,dim,milestone,error
13,50,1,7.309516e+10
13,50,2,7.309516e+10
13,50,3,7.309516e+10
13,50,5,7.309516e+10
13,50,10,7.309516e+10
13,50,20,7.309516e+10
13,50,30,7.309516e+10
13,50,40,7.309516e+10
13,50,50,7.309516e+10
13,50,60,7.309516e+10
13,50,70,7.309516e+10
13,50,80,7.309516e+10
13,50,90,7.309516e+10
13,50,100,7.309516e+10
13,50,1,4.591953e+10
13,50,2,4.591953e+10
13,50,3,4.591953e+10
13,50,5,4.591953e+10
13,50,10,4.591953e+10
13,50,20,4.591953e+10
13,50,30,4.591953e+10
13,50,40,4.591953e+10
13,50,50,4.591953e+10
13,50,60,4.591953e+10
13,50,70,4.591953e+10
13,50,80,4.591953e+10
13,50,90,4.591953e+10
13,50,100,4.591953e+10
13,50,1,7.443197e+10
13,50,2,7.443197e+10
13,50,3,7.443197e+10
13,50,5,7.443197e+10
13,50,10,7.443197e+10
13,50,20,7.443197e+10
13,50,30,7.443197e+10
13,50,40,7.443197e+10
13,50,50,7.443197e+10
13,50,60,7.443197e+10
13,50,70,7.443197e+10
13,50,80,7.443197e+10
13,50,90,7.443197e+10
13,50,100,7.443197e+10
13,50,1,6.768351e+10
13,50,2,6.768351e+10
13,50,3,6.768351e+10
13,50,5,6.768351e+10
13,50,10,6.768351e+10
13,50,20,6.768351e+10
13,50,30,6.768351e+10
13,50,40,6.768351e+10
13,50,50,6.768351e+10
13,50,60,6.768351e+10
13,50,70,6.768351e+10
13,50,80,6.768351e+10
13,50,90,6.768351e+10
13,50,100,6.768351e+10
13,50,1,4.748429e+10
13,50,2,4.748429e+10
13,50,3,4.748429e+10
13,50,5,4.748429e+10
13,50,10,4.748429e+10
13,50,20,4.748429e+10
13,50,30,4.748429e+10
13,50,40,4.748429e+10
13,50,50,4.748429e+10
13,50,60,4.748429e+10
13,50,70,4.748429e+10
13,50,80,4.748429e+10
13,50,90,4.748429e+10
13,50,100,4.748429e+10
