funcid,dim,milestone,error
12,50,1,7.190873e+10
12,50,2,7.190873e+10
12,50,3,7.190873e+10
12,50,5,7.190873e+10
12,50,10,7.190873e+10
12,50,20,7.190873e+10
12,50,30,7.190873e+10
12,50,40,7.190873e+10
12,50,50,7.190873e+10
12,50,60,7.190873e+10
12,50,70,7.190873e+10
12,50,80,7.190873e+10
12,50,90,7.190873e+10
12,50,100,7.190873e+10
12,50,1,1.123130e+11
12,50,2,1.123130e+11
12,50,3,1.123130e+11
12,50,5,1.123130e+11
12,50,10,1.123130e+11
12,50,20,1.123130e+11
12,50,30,1.123130e+11
12,50,40,1.123130e+11
12,50,50,1.123130e+11
12,50,60,1.123130e+11
12,50,70,1.123130e+11
12,50,80,1.123130e+11
12,50,90,1.123130e+11
12,50,100,1.123130e+11
12,50,1,1.023552e+11
12,50,2,1.023552e+11
12,50,3,1.023552e+11
12,50,5,1.023552e+11
12,50,10,1.023552e+11
12,50,20,1.023552e+11
12,50,30,1.023552e+11
12,50,40,1.023552e+11
12,50,50,1.023552e+11
12,50,60,1.023552e+11
12,50,70,1.023552e+11
12,50,80,1.023552e+11
12,50,90,1.023552e+11
12,50,100,1.023552e+11
12,50,1,1.307967e+11
12,50,2,1.307967e+11
12,50,3,1.307967e+11
12,50,5,1.307967e+11
12,50,10,1.307967e+11
12,50,20,1.307967e+11
12,50,30,1.307967e+11
12,50,40,1.307967e+11
12,50,50,1.307967e+11
12,50,60,1.307967e+11
12,50,70,1.307967e+11
12,50,80,1.307967e+11
12,50,90,1.307967e+11
12,50,100,1.307967e+11
12,50,1,1.156015e+11
12,50,2,1.156015e+11
12,50,3,1.156015e+11
12,50,5,1.156015e+11
12,50,10,1.156015e+11
12,50,20,1.156015e+11
12,50,30,1.156015e+11
12,50,40,1.156015e+11
12,50,50,1.156015e+11
12,50,60,1.156015e+11
12,50,70,1.156015e+11
12,50,80,1.156015e+11
12,50,90,1.156015e+11
12,50,100,1.156015e+11
