funcid,dim,milestone,error
16,10,1,7.931789e+02
16,10,2,7.931789e+02
16,10,3,7.931789e+02
16,10,5,7.931789e+02
16,10,10,5.507635e+02
16,10,20,5.507635e+02
16,10,30,5.507635e+02
16,10,40,5.507635e+02
16,10,50,5.507635e+02
16,10,60,5.507635e+02
16,10,70,5.507635e+02
16,10,80,5.507635e+02
16,10,90,5.507635e+02
16,10,100,5.507635e+02
16,10,1,6.005526e+02
16,10,2,6.005526e+02
16,10,3,6.005526e+02
16,10,5,6.005526e+02
16,10,10,6.005526e+02
16,10,20,6.005526e+02
16,10,30,6.005526e+02
16,10,40,6.005526e+02
16,10,50,6.005526e+02
16,10,60,6.005526e+02
16,10,70,6.005526e+02
16,10,80,6.005526e+02
16,10,90,6.005526e+02
16,10,100,6.005526e+02
16,10,1,5.654907e+02
16,10,2,5.654907e+02
16,10,3,5.654907e+02
16,10,5,5.654907e+02
16,10,10,5.654907e+02
16,10,20,5.654907e+02
16,10,30,5.654907e+02
16,10,40,5.654907e+02
16,10,50,5.654907e+02
16,10,60,5.654907e+02
16,10,70,5.654907e+02
16,10,80,5.654907e+02
16,10,90,5.654907e+02
16,10,100,5.654907e+02
16,10,1,5.405844e+02
16,10,2,5.405844e+02
16,10,3,5.405844e+02
16,10,5,5.405844e+02
16,10,10,5.405844e+02
16,10,20,5.405844e+02
16,10,30,5.405844e+02
16,10,40,5.405844e+02
16,10,50,5.405844e+02
16,10,60,5.405844e+02
16,10,70,5.405844e+02
16,10,80,5.405844e+02
16,10,90,5.405844e+02
16,10,100,5.405844e+02
16,10,1,2.931775e+02
16,10,2,2.929727e+02
16,10,3,2.929727e+02
16,10,5,2.929727e+02
16,10,10,2.929727e+02
16,10,20,2.929727e+02
16,10,30,2.929727e+02
16,10,40,2.929727e+02
16,10,50,2.929727e+02
16,10,60,2.929727e+02
16,10,70,2.929727e+02
16,10,80,2.929727e+02
16,10,90,2.929727e+02
16,10,100,2.929727e+02
