funcid,dim,milestone,error
4,10,1,5.311939e+02
4,10,2,6.607007e+01
4,10,3,6.607007e+01
4,10,5,6.607007e+01
4,10,10,6.607007e+01
4,10,20,6.607007e+01
4,10,30,6.607007e+01
4,10,40,6.607007e+01
4,10,50,6.607007e+01
4,10,60,6.607007e+01
4,10,70,6.607007e+01
4,10,80,6.607007e+01
4,10,90,6.607007e+01
4,10,100,6.607007e+01
4,10,1,4.361760e+02
4,10,2,4.361760e+02
4,10,3,4.361760e+02
4,10,5,4.361760e+02
4,10,10,4.361760e+02
4,10,20,4.361760e+02
4,10,30,4.361760e+02
4,10,40,4.361760e+02
4,10,50,4.361760e+02
4,10,60,4.361760e+02
4,10,70,4.361760e+02
4,10,80,4.361760e+02
4,10,90,4.361760e+02
4,10,100,4.361760e+02
4,10,1,1.038837e+02
4,10,2,1.038837e+02
4,10,3,1.038837e+02
4,10,5,1.038837e+02
4,10,10,1.038837e+02
4,10,20,1.038837e+02
4,10,30,1.038837e+02
4,10,40,1.038837e+02
4,10,50,1.038837e+02
4,10,60,1.038837e+02
4,10,70,1.038837e+02
4,10,80,1.038837e+02
4,10,90,1.038837e+02
4,10,100,1.038837e+02
4,10,1,1.808958e+02
4,10,2,1.808958e+02
4,10,3,1.808958e+02
4,10,5,1.808958e+02
4,10,10,1.808958e+02
4,10,20,1.808958e+02
4,10,30,1.808958e+02
4,10,40,1.808958e+02
4,10,50,1.808958e+02
4,10,60,1.808958e+02
4,10,70,1.808958e+02
4,10,80,1.808958e+02
4,10,90,1.808958e+02
4,10,100,1.808958e+02
4,10,1,6.187406e+02
4,10,2,6.187406e+02
4,10,3,6.187406e+02
4,10,5,6.187406e+02
4,10,10,6.187406e+02
4,10,20,6.187406e+02
4,10,30,6.187406e+02
4,10,40,6.187406e+02
4,10,50,6.187406e+02
4,10,60,6.187406e+02
4,10,70,6.187406e+02
4,10,80,6.187406e+02
4,10,90,6.187406e+02
4,10,100,6.187406e+02
