funcid,dim,milestone,error
20,50,1,1.250960e+03
20,50,2,1.079928e+03
20,50,3,1.070930e+03
20,50,5,1.065034e+03
20,50,10,1.059860e+03
20,50,20,1.059860e+03
20,50,30,1.059860e+03
20,50,40,1.059860e+03
20,50,50,1.059860e+03
20,50,60,1.059860e+03
20,50,70,1.059860e+03
20,50,80,1.059860e+03
20,50,90,1.059860e+03
20,50,100,1.059860e+03
20,50,1,1.417342e+03
20,50,2,1.270118e+03
20,50,3,1.255390e+03
20,50,5,1.251393e+03
20,50,10,1.244219e+03
20,50,20,1.244053e+03
20,50,30,1.244053e+03
20,50,40,1.244053e+03
20,50,50,1.244053e+03
20,50,60,1.244053e+03
20,50,70,1.244053e+03
20,50,80,1.244053e+03
20,50,90,1.244053e+03
20,50,100,1.244053e+03
20,50,1,1.373802e+03
20,50,2,1.294176e+03
20,50,3,1.276430e+03
20,50,5,1.272090e+03
20,50,10,1.268844e+03
20,50,20,1.268844e+03
20,50,30,1.268844e+03
20,50,40,1.268844e+03
20,50,50,1.268844e+03
20,50,60,1.268844e+03
20,50,70,1.268844e+03
20,50,80,1.268844e+03
20,50,90,1.268844e+03
20,50,100,1.268844e+03
20,50,1,1.791769e+03
20,50,2,1.668678e+03
20,50,3,1.656385e+03
20,50,5,1.652703e+03
20,50,10,1.650219e+03
20,50,20,1.650219e+03
20,50,30,1.650219e+03
20,50,40,1.650219e+03
20,50,50,1.650219e+03
20,50,60,1.650219e+03
20,50,70,1.650219e+03
20,50,80,1.650219e+03
20,50,90,1.650219e+03
20,50,100,1.650219e+03
20,50,1,1.050429e+03
20,50,2,9.051897e+02
20,50,3,8.815611e+02
20,50,5,8.734501e+02
20,50,10,8.652818e+02
20,50,20,8.652133e+02
20,50,30,8.652133e+02
20,50,40,8.652133e+02
20,50,50,8.652133e+02
20,50,60,8.652133e+02
20,50,70,8.652133e+02
20,50,80,8.652133e+02
20,50,90,8.652133e+02
20,50,100,8.652133e+02
