funcid,dim,milestone,error
14,50,1,2.944131e+06
14,50,2,1.214583e+05
14,50,3,2.957256e+04
14,50,5,2.933379e+04
14,50,10,7.282463e+03
14,50,20,7.273068e+03
14,50,30,7.273068e+03
14,50,40,7.273068e+03
14,50,50,7.273068e+03
14,50,60,7.273068e+03
14,50,70,7.273068e+03
14,50,80,7.273068e+03
14,50,90,7.273068e+03
14,50,100,7.273068e+03
14,50,1,3.993087e+06
14,50,2,3.708177e+05
14,50,3,1.570413e+05
14,50,5,1.263889e+04
14,50,10,1.238817e+04
14,50,20,1.225233e+04
14,50,30,1.225233e+04
14,50,40,1.225233e+04
14,50,50,1.225233e+04
14,50,60,1.225233e+04
14,50,70,1.225233e+04
14,50,80,1.225233e+04
14,50,90,1.225233e+04
14,50,100,1.225233e+04
14,50,1,9.042321e+05
14,50,2,1.249064e+05
14,50,3,6.963466e+04
14,50,5,2.819793e+04
14,50,10,2.039660e+04
14,50,20,2.039202e+04
14,50,30,2.039202e+04
14,50,40,2.039202e+04
14,50,50,2.039202e+04
14,50,60,2.039202e+04
14,50,70,2.039202e+04
14,50,80,2.039202e+04
14,50,90,2.039202e+04
14,50,100,2.039202e+04
14,50,1,3.406885e+06
14,50,2,4.846181e+05
14,50,3,1.048362e+05
14,50,5,9.034606e+04
14,50,10,8.662387e+04
14,50,20,4.786538e+04
14,50,30,4.786538e+04
14,50,40,4.786538e+04
14,50,50,4.786538e+04
14,50,60,4.786538e+04
14,50,70,4.786538e+04
14,50,80,4.786538e+04
14,50,90,4.786538e+04
14,50,100,4.786538e+04
14,50,1,9.037558e+05
14,50,2,2.030012e+05
14,50,3,1.405515e+05
14,50,5,8.278895e+03
14,50,10,6.974586e+03
14,50,20,6.974573e+03
14,50,30,6.974573e+03
14,50,40,6.974573e+03
14,50,50,6.974573e+03
14,50,60,6.974573e+03
14,50,70,6.974573e+03
14,50,80,6.974573e+03
14,50,90,6.974573e+03
14,50,100,6.974573e+03
