funcid,dim,milestone,error
4,50,1,1.286365e+03
4,50,2,2.664435e+02
4,50,3,2.486723e+02
4,50,5,2.365214e+02
4,50,10,2.293290e+02
4,50,20,2.293290e+02
4,50,30,2.293290e+02
4,50,40,2.293290e+02
4,50,50,2.293290e+02
4,50,60,2.293290e+02
4,50,70,2.293290e+02
4,50,80,2.293290e+02
4,50,90,2.293290e+02
4,50,100,2.293290e+02
4,50,1,4.683034e+02
4,50,2,2.282428e+02
4,50,3,1.945426e+02
4,50,5,1.606621e+02
4,50,10,1.346463e+02
4,50,20,1.287099e+02
4,50,30,1.287099e+02
4,50,40,1.287099e+02
4,50,50,1.287099e+02
4,50,60,1.287099e+02
4,50,70,1.287099e+02
4,50,80,1.287099e+02
4,50,90,1.287099e+02
4,50,100,1.287099e+02
4,50,1,7.424110e+02
4,50,2,2.354168e+02
4,50,3,2.210999e+02
4,50,5,2.132929e+02
4,50,10,2.048072e+02
4,50,20,2.048068e+02
4,50,30,2.048068e+02
4,50,40,2.048068e+02
4,50,50,2.048068e+02
4,50,60,2.048068e+02
4,50,70,2.048068e+02
4,50,80,2.048068e+02
4,50,90,2.048068e+02
4,50,100,2.048068e+02
4,50,1,7.110571e+02
4,50,2,2.799315e+02
4,50,3,2.700235e+02
4,50,5,2.624982e+02
4,50,10,2.527995e+02
4,50,20,2.527933e+02
4,50,30,2.527933e+02
4,50,40,2.527933e+02
4,50,50,2.527933e+02
4,50,60,2.527933e+02
4,50,70,2.527933e+02
4,50,80,2.527933e+02
4,50,90,2.527933e+02
4,50,100,2.527933e+02
4,50,1,6.905327e+02
4,50,2,2.592721e+02
4,50,3,2.458973e+02
4,50,5,2.388757e+02
4,50,10,2.330396e+02
4,50,20,2.330396e+02
4,50,30,2.330396e+02
4,50,40,2.330396e+02
4,50,50,2.330396e+02
4,50,60,2.330396e+02
4,50,70,2.330396e+02
4,50,80,2.330396e+02
4,50,90,2.330396e+02
4,50,100,2.330396e+02
