funcid,dim,milestone,error
7,50,1,1.028028e+03
7,50,2,6.241794e+02
7,50,3,5.970896e+02
7,50,5,5.935406e+02
7,50,10,5.924967e+02
7,50,20,5.924925e+02
7,50,30,5.924925e+02
7,50,40,5.924925e+02
7,50,50,5.924925e+02
7,50,60,5.924925e+02
7,50,70,5.924925e+02
7,50,80,5.924925e+02
7,50,90,5.924925e+02
7,50,100,5.924925e+02
7,50,1,8.203772e+02
7,50,2,4.359648e+02
7,50,3,3.880254e+02
7,50,5,3.801584e+02
7,50,10,3.781926e+02
7,50,20,3.781756e+02
7,50,30,3.781756e+02
7,50,40,3.781756e+02
7,50,50,3.781756e+02
7,50,60,3.781756e+02
7,50,70,3.781756e+02
7,50,80,3.781756e+02
7,50,90,3.781756e+02
7,50,100,3.781756e+02
7,50,1,1.020692e+03
7,50,2,6.062101e+02
7,50,3,5.637369e+02
7,50,5,5.525350e+02
7,50,10,5.471676e+02
7,50,20,5.471633e+02
7,50,30,5.471633e+02
7,50,40,5.471633e+02
7,50,50,5.471633e+02
7,50,60,5.471633e+02
7,50,70,5.471633e+02
7,50,80,5.471633e+02
7,50,90,5.471633e+02
7,50,100,5.471633e+02
7,50,1,9.403578e+02
7,50,2,5.690317e+02
7,50,3,5.190068e+02
7,50,5,5.079098e+02
7,50,10,5.060130e+02
7,50,20,5.060015e+02
7,50,30,5.060015e+02
7,50,40,5.060015e+02
7,50,50,5.060015e+02
7,50,60,5.060015e+02
7,50,70,5.060015e+02
7,50,80,5.060015e+02
7,50,90,5.060015e+02
7,50,100,5.060015e+02
7,50,1,9.574256e+02
7,50,2,5.705980e+02
7,50,3,5.233736e+02
7,50,5,5.115970e+02
7,50,10,5.025806e+02
7,50,20,5.025001e+02
7,50,30,5.025001e+02
7,50,40,5.025001e+02
7,50,50,5.025001e+02
7,50,60,5.025001e+02
7,50,70,5.025001e+02
7,50,80,5.025001e+02
7,50,90,5.025001e+02
7,50,100,5.025001e+02
