funcid,dim,milestone,error
9,50,1,4.209138e+04
9,50,2,1.716154e+04
9,50,3,1.417458e+04
9,50,5,1.350573e+04
9,50,10,1.322207e+04
9,50,20,1.320526e+04
9,50,30,1.320526e+04
9,50,40,1.320526e+04
9,50,50,1.320526e+04
9,50,60,1.320526e+04
9,50,70,1.320526e+04
9,50,80,1.320526e+04
9,50,90,1.320526e+04
9,50,100,1.320526e+04
9,50,1,4.338287e+04
9,50,2,2.714360e+04
9,50,3,2.033395e+04
9,50,5,1.855182e+04
9,50,10,1.723525e+04
9,50,20,1.721647e+04
9,50,30,1.721647e+04
9,50,40,1.721647e+04
9,50,50,1.721647e+04
9,50,60,1.721647e+04
9,50,70,1.721647e+04
9,50,80,1.721647e+04
9,50,90,1.721647e+04
9,50,100,1.721647e+04
9,50,1,3.849642e+04
9,50,2,1.729272e+04
9,50,3,1.457622e+04
9,50,5,1.375908e+04
9,50,10,1.347383e+04
9,50,20,1.347242e+04
9,50,30,1.347242e+04
9,50,40,1.347242e+04
9,50,50,1.347242e+04
9,50,60,1.347242e+04
9,50,70,1.347242e+04
9,50,80,1.347242e+04
9,50,90,1.347242e+04
9,50,100,1.347242e+04
9,50,1,4.417297e+04
9,50,2,2.075567e+04
9,50,3,1.748000e+04
9,50,5,1.688251e+04
9,50,10,1.610812e+04
9,50,20,1.610003e+04
9,50,30,1.610003e+04
9,50,40,1.610003e+04
9,50,50,1.610003e+04
9,50,60,1.610003e+04
9,50,70,1.610003e+04
9,50,80,1.610003e+04
9,50,90,1.610003e+04
9,50,100,1.610003e+04
9,50,1,3.640554e+04
9,50,2,1.480167e+04
9,50,3,1.221692e+04
9,50,5,1.173889e+04
9,50,10,1.154816e+04
9,50,20,1.154810e+04
9,50,30,1.154810e+04
9,50,40,1.154810e+04
9,50,50,1.154810e+04
9,50,60,1.154810e+04
9,50,70,1.154810e+04
9,50,80,1.154810e+04
9,50,90,1.154810e+04
9,50,100,1.154810e+04
