funcid,dim,milestone,error
25,50,1,1.604518e+04
25,50,2,1.604518e+04
25,50,3,1.604518e+04
25,50,5,1.604518e+04
25,50,10,1.604518e+04
25,50,20,1.604518e+04
25,50,30,1.604518e+04
25,50,40,1.604518e+04
25,50,50,1.604518e+04
25,50,60,1.604518e+04
25,50,70,1.604518e+04
25,50,80,1.604518e+04
25,50,90,1.604518e+04
25,50,100,1.604518e+04
25,50,1,9.293577e+03
25,50,2,9.293577e+03
25,50,3,9.293577e+03
25,50,5,9.293577e+03
25,50,10,9.293577e+03
25,50,20,9.293577e+03
25,50,30,9.293577e+03
25,50,40,9.293577e+03
25,50,50,9.293577e+03
25,50,60,9.293577e+03
25,50,70,9.293577e+03
25,50,80,9.293577e+03
25,50,90,9.293577e+03
25,50,100,9.293577e+03
25,50,1,1.417842e+04
25,50,2,1.417842e+04
25,50,3,1.417842e+04
25,50,5,1.417842e+04
25,50,10,1.417842e+04
25,50,20,1.417842e+04
25,50,30,1.417842e+04
25,50,40,1.417842e+04
25,50,50,1.417842e+04
25,50,60,1.417842e+04
25,50,70,1.417842e+04
25,50,80,1.417842e+04
25,50,90,1.417842e+04
25,50,100,1.417842e+04
25,50,1,1.301148e+04
25,50,2,1.301148e+04
25,50,3,1.301148e+04
25,50,5,1.301148e+04
25,50,10,1.301148e+04
25,50,20,1.301148e+04
25,50,30,1.301148e+04
25,50,40,1.301148e+04
25,50,50,1.301148e+04
25,50,60,1.301148e+04
25,50,70,1.301148e+04
25,50,80,1.301148e+04
25,50,90,1.301148e+04
25,50,100,1.301148e+04
25,50,1,9.406574e+03
25,50,2,9.406574e+03
25,50,3,9.406574e+03
25,50,5,9.406574e+03
25,50,10,9.406574e+03
25,50,20,9.406574e+03
25,50,30,9.406574e+03
25,50,40,9.406574e+03
25,50,50,9.406574e+03
25,50,60,9.406574e+03
25,50,70,9.406574e+03
25,50,80,9.406574e+03
25,50,90,9.406574e+03
25,50,100,9.406574e+03
