funcid,dim,milestone,error
17,50,1,1.195000e+05
17,50,2,1.195000e+05
17,50,3,1.195000e+05
17,50,5,1.195000e+05
17,50,10,1.195000e+05
17,50,20,1.195000e+05
17,50,30,1.195000e+05
17,50,40,1.195000e+05
17,50,50,1.195000e+05
17,50,60,1.195000e+05
17,50,70,1.195000e+05
17,50,80,1.195000e+05
17,50,90,1.195000e+05
17,50,100,1.195000e+05
17,50,1,3.747201e+04
17,50,2,3.747201e+04
17,50,3,3.747201e+04
17,50,5,3.747201e+04
17,50,10,3.747201e+04
17,50,20,3.747201e+04
17,50,30,3.747201e+04
17,50,40,3.747201e+04
17,50,50,3.747201e+04
17,50,60,3.747201e+04
17,50,70,3.747201e+04
17,50,80,3.747201e+04
17,50,90,3.747201e+04
17,50,100,3.747201e+04
17,50,1,2.973764e+03
17,50,2,2.973764e+03
17,50,3,2.973764e+03
17,50,5,2.973764e+03
17,50,10,2.973764e+03
17,50,20,2.973764e+03
17,50,30,2.973764e+03
17,50,40,2.973764e+03
17,50,50,2.973764e+03
17,50,60,2.973764e+03
17,50,70,2.973764e+03
17,50,80,2.973764e+03
17,50,90,2.973764e+03
17,50,100,2.973764e+03
17,50,1,2.134904e+05
17,50,2,2.134904e+05
17,50,3,2.134904e+05
17,50,5,2.134904e+05
17,50,10,2.134904e+05
17,50,20,2.134904e+05
17,50,30,2.134904e+05
17,50,40,2.134904e+05
17,50,50,2.134904e+05
17,50,60,2.134904e+05
17,50,70,2.134904e+05
17,50,80,2.134904e+05
17,50,90,2.134904e+05
17,50,100,2.134904e+05
17,50,1,1.610651e+04
17,50,2,1.610651e+04
17,50,3,1.610651e+04
17,50,5,1.610651e+04
17,50,10,1.610651e+04
17,50,20,1.610651e+04
17,50,30,1.610651e+04
17,50,40,1.610651e+04
17,50,50,1.610651e+04
17,50,60,1.610651e+04
17,50,70,1.610651e+04
17,50,80,1.610651e+04
17,50,90,1.610651e+04
17,50,100,1.610651e+04
