funcid,dim,milestone,error
4,50,1,3.905804e+04
4,50,2,3.905804e+04
4,50,3,3.905804e+04
4,50,5,3.905804e+04
4,50,10,3.905804e+04
4,50,20,3.905804e+04
4,50,30,3.905804e+04
4,50,40,3.905804e+04
4,50,50,3.905804e+04
4,50,60,3.905804e+04
4,50,70,3.905804e+04
4,50,80,3.905804e+04
4,50,90,3.905804e+04
4,50,100,3.905804e+04
4,50,1,4.558842e+04
4,50,2,4.558842e+04
4,50,3,4.558842e+04
4,50,5,4.558842e+04
4,50,10,4.558842e+04
4,50,20,4.558842e+04
4,50,30,4.558842e+04
4,50,40,4.558842e+04
4,50,50,4.558842e+04
4,50,60,4.558842e+04
4,50,70,4.558842e+04
4,50,80,4.558842e+04
4,50,90,4.558842e+04
4,50,100,4.558842e+04
4,50,1,3.504836e+04
4,50,2,3.504836e+04
4,50,3,3.504836e+04
4,50,5,3.504836e+04
4,50,10,3.504836e+04
4,50,20,3.504836e+04
4,50,30,3.504836e+04
4,50,40,3.504836e+04
4,50,50,3.504836e+04
4,50,60,3.504836e+04
4,50,70,3.504836e+04
4,50,80,3.504836e+04
4,50,90,3.504836e+04
4,50,100,3.504836e+04
4,50,1,4.398578e+04
4,50,2,4.398578e+04
4,50,3,4.398578e+04
4,50,5,4.398578e+04
4,50,10,4.398578e+04
4,50,20,4.398578e+04
4,50,30,4.398578e+04
4,50,40,4.398578e+04
4,50,50,4.398578e+04
4,50,60,4.398578e+04
4,50,70,4.398578e+04
4,50,80,4.398578e+04
4,50,90,4.398578e+04
4,50,100,4.398578e+04
4,50,1,2.473940e+04
4,50,2,2.471987e+04
4,50,3,2.471987e+04
4,50,5,2.471987e+04
4,50,10,2.471987e+04
4,50,20,2.471987e+04
4,50,30,2.471987e+04
4,50,40,2.471987e+04
4,50,50,2.471987e+04
4,50,60,2.471987e+04
4,50,70,2.471987e+04
4,50,80,2.471987e+04
4,50,90,2.471987e+04
4,50,100,2.471987e+04
