funcid,dim,milestone,error
23,10,1,4.363687e+02
23,10,2,3.894853e+02
23,10,3,3.489151e+02
23,10,5,3.229314e+02
23,10,10,3.214446e+02
23,10,20,3.214004e+02
23,10,30,3.213955e+02
23,10,40,3.213923e+02
23,10,50,3.213922e+02
23,10,60,3.213922e+02
23,10,70,3.213922e+02
23,10,80,3.213922e+02
23,10,90,3.213922e+02
23,10,100,3.213922e+02
23,10,1,3.796972e+02
23,10,2,3.455542e+02
23,10,3,3.351891e+02
23,10,5,3.175429e+02
23,10,10,3.150346e+02
23,10,20,3.148748e+02
23,10,30,3.148185e+02
23,10,40,3.147752e+02
23,10,50,3.147578e+02
23,10,60,3.147578e+02
23,10,70,3.147578e+02
23,10,80,3.147578e+02
23,10,90,3.147578e+02
23,10,100,3.147578e+02
23,10,1,3.674988e+02
23,10,2,3.535751e+02
23,10,3,3.235398e+02
23,10,5,3.214902e+02
23,10,10,3.172693e+02
23,10,20,3.169461e+02
23,10,30,3.169098e+02
23,10,40,3.167070e+02
23,10,50,3.166767e+02
23,10,60,3.166767e+02
23,10,70,3.166767e+02
23,10,80,3.166767e+02
23,10,90,3.166767e+02
23,10,100,3.166767e+02
23,10,1,4.090788e+02
23,10,2,3.695417e+02
23,10,3,3.394852e+02
23,10,5,3.204170e+02
23,10,10,3.177071e+02
23,10,20,3.176635e+02
23,10,30,3.176619e+02
23,10,40,3.176600e+02
23,10,50,3.176600e+02
23,10,60,3.176600e+02
23,10,70,3.176600e+02
23,10,80,3.176600e+02
23,10,90,3.176600e+02
23,10,100,3.176600e+02
23,10,1,3.709261e+02
23,10,2,3.456137e+02
23,10,3,3.386156e+02
23,10,5,3.190674e+02
23,10,10,3.154076e+02
23,10,20,3.142971e+02
23,10,30,3.140494e+02
23,10,40,3.137855e+02
23,10,50,3.136553e+02
23,10,60,3.136553e+02
23,10,70,3.136553e+02
23,10,80,3.136553e+02
23,10,90,3.136553e+02
23,10,100,3.136553e+02
