funcid,dim,milestone,error
3,10,1,2.467117e+04
3,10,2,1.798845e+04
3,10,3,9.946687e+03
3,10,5,2.207308e+03
3,10,10,4.153329e-01
3,10,20,3.201512e-06
3,10,30,1.362383e-08
3,10,40,3.158732e-09
3,10,50,3.158732e-09
3,10,60,3.158732e-09
3,10,70,3.158732e-09
3,10,80,3.158732e-09
3,10,90,3.158732e-09
3,10,100,3.158732e-09
3,10,1,1.786732e+04
3,10,2,1.327107e+04
3,10,3,1.016451e+04
3,10,5,2.247380e+03
3,10,10,6.417160e-01
3,10,20,2.729359e-08
3,10,30,2.273737e-13
3,10,40,1.136868e-13
3,10,50,1.136868e-13
3,10,60,1.136868e-13
3,10,70,1.136868e-13
3,10,80,1.136868e-13
3,10,90,1.136868e-13
3,10,100,1.136868e-13
3,10,1,5.066902e+04
3,10,2,2.564443e+04
3,10,3,1.412360e+04
3,10,5,1.414731e+03
3,10,10,4.555273e-01
3,10,20,6.906331e-06
3,10,30,2.083638e-07
3,10,40,1.750158e-08
3,10,50,1.612779e-08
3,10,60,1.612779e-08
3,10,70,1.612779e-08
3,10,80,1.612779e-08
3,10,90,1.612779e-08
3,10,100,1.612779e-08
3,10,1,2.555473e+04
3,10,2,2.048718e+04
3,10,3,1.397758e+04
3,10,5,2.859007e+03
3,10,10,6.831245e-01
3,10,20,1.012575e-04
3,10,30,6.281970e-07
3,10,40,7.269779e-08
3,10,50,7.269779e-08
3,10,60,7.269779e-08
3,10,70,7.269779e-08
3,10,80,7.269779e-08
3,10,90,7.269779e-08
3,10,100,7.269779e-08
3,10,1,2.369950e+04
3,10,2,1.761178e+04
3,10,3,1.671067e+04
3,10,5,6.378294e+02
3,10,10,1.927110e-01
3,10,20,1.879029e-07
3,10,30,1.136868e-12
3,10,40,6.252776e-13
3,10,50,6.252776e-13
3,10,60,6.252776e-13
3,10,70,6.252776e-13
3,10,80,6.252776e-13
3,10,90,6.252776e-13
3,10,100,6.252776e-13
