funcid,dim,milestone,error
24,10,1,4.395192e+02
24,10,2,3.793674e+02
24,10,3,3.686287e+02
24,10,5,3.395563e+02
24,10,10,3.360881e+02
24,10,20,3.360874e+02
24,10,30,3.360874e+02
24,10,40,3.360874e+02
24,10,50,3.360874e+02
24,10,60,3.360874e+02
24,10,70,3.360874e+02
24,10,80,3.360874e+02
24,10,90,3.360874e+02
24,10,100,3.360874e+02
24,10,1,2.550050e+02
24,10,2,1.880805e+02
24,10,3,1.179108e+02
24,10,5,1.046250e+02
24,10,10,1.001148e+02
24,10,20,1.000001e+02
24,10,30,1.000000e+02
24,10,40,1.000000e+02
24,10,50,1.000000e+02
24,10,60,1.000000e+02
24,10,70,1.000000e+02
24,10,80,1.000000e+02
24,10,90,1.000000e+02
24,10,100,1.000000e+02
24,10,1,4.818910e+02
24,10,2,2.539032e+02
24,10,3,1.587393e+02
24,10,5,1.067285e+02
24,10,10,1.001378e+02
24,10,20,1.000001e+02
24,10,30,1.000000e+02
24,10,40,1.000000e+02
24,10,50,1.000000e+02
24,10,60,1.000000e+02
24,10,70,1.000000e+02
24,10,80,1.000000e+02
24,10,90,1.000000e+02
24,10,100,1.000000e+02
24,10,1,4.504542e+02
24,10,2,3.938415e+02
24,10,3,3.670086e+02
24,10,5,3.582604e+02
24,10,10,3.565974e+02
24,10,20,3.565954e+02
24,10,30,3.565954e+02
24,10,40,3.565954e+02
24,10,50,3.565954e+02
24,10,60,3.565954e+02
24,10,70,3.565954e+02
24,10,80,3.565954e+02
24,10,90,3.565954e+02
24,10,100,3.565954e+02
24,10,1,4.286783e+02
24,10,2,3.960098e+02
24,10,3,3.718255e+02
24,10,5,3.557974e+02
24,10,10,3.538442e+02
24,10,20,3.538413e+02
24,10,30,3.538413e+02
24,10,40,3.538413e+02
24,10,50,3.538413e+02
24,10,60,3.538413e+02
24,10,70,3.538413e+02
24,10,80,3.538413e+02
24,10,90,3.538413e+02
24,10,100,3.538413e+02
