funcid,dim,milestone,error
30,10,1,1.557235e+07
30,10,2,2.929042e+06
30,10,3,2.276326e+06
30,10,5,9.773456e+05
30,10,10,1.981809e+04
30,10,20,1.392869e+04
30,10,30,1.134352e+04
30,10,40,1.120407e+04
30,10,50,1.119253e+04
30,10,60,1.119253e+04
30,10,70,1.119253e+04
30,10,80,1.119253e+04
30,10,90,1.119253e+04
30,10,100,1.119253e+04
30,10,1,1.434907e+07
30,10,2,3.715592e+06
30,10,3,8.142929e+05
30,10,5,1.474486e+05
30,10,10,1.705532e+04
30,10,20,2.062619e+03
30,10,30,7.826512e+02
30,10,40,7.826323e+02
30,10,50,4.601259e+02
30,10,60,4.601259e+02
30,10,70,4.601259e+02
30,10,80,4.601259e+02
30,10,90,4.601259e+02
30,10,100,4.601259e+02
30,10,1,3.574549e+06
30,10,2,3.286823e+06
30,10,3,1.572395e+06
30,10,5,1.202501e+05
30,10,10,1.478354e+04
30,10,20,6.730816e+03
30,10,30,6.628428e+03
30,10,40,6.603715e+03
30,10,50,6.594380e+03
30,10,60,6.594380e+03
30,10,70,6.594380e+03
30,10,80,6.594380e+03
30,10,90,6.594380e+03
30,10,100,6.594380e+03
30,10,1,1.582521e+07
30,10,2,6.088279e+06
30,10,3,3.450210e+06
30,10,5,4.230587e+05
30,10,10,6.438428e+03
30,10,20,6.139356e+03
30,10,30,6.057513e+03
30,10,40,2.229213e+03
30,10,50,2.228393e+03
30,10,60,2.228386e+03
30,10,70,2.228386e+03
30,10,80,2.228386e+03
30,10,90,2.228386e+03
30,10,100,2.228386e+03
30,10,1,1.585377e+07
30,10,2,4.991885e+06
30,10,3,3.988148e+06
30,10,5,7.481842e+05
30,10,10,1.646406e+05
30,10,20,1.198702e+04
30,10,30,9.761476e+03
30,10,40,1.868515e+03
30,10,50,7.066214e+02
30,10,60,7.066214e+02
30,10,70,7.066214e+02
30,10,80,7.066214e+02
30,10,90,7.066214e+02
30,10,100,7.066214e+02
