funcid,dim,milestone,error
22,10,1,4.857306e+02
22,10,2,1.882816e+02
22,10,3,1.173375e+02
22,10,5,1.084979e+02
22,10,10,1.032197e+02
22,10,20,1.026767e+02
22,10,30,1.026435e+02
22,10,40,1.026374e+02
22,10,50,1.026312e+02
22,10,60,1.026312e+02
22,10,70,1.026312e+02
22,10,80,1.026312e+02
22,10,90,1.026312e+02
22,10,100,1.026312e+02
22,10,1,8.603964e+02
22,10,2,2.382130e+02
22,10,3,1.163262e+02
22,10,5,1.119850e+02
22,10,10,1.024535e+02
22,10,20,1.021937e+02
22,10,30,1.021934e+02
22,10,40,1.021934e+02
22,10,50,1.021934e+02
22,10,60,1.021934e+02
22,10,70,1.021934e+02
22,10,80,1.021934e+02
22,10,90,1.021934e+02
22,10,100,1.021934e+02
22,10,1,2.678300e+02
22,10,2,1.415203e+02
22,10,3,1.170696e+02
22,10,5,1.112468e+02
22,10,10,1.020312e+02
22,10,20,1.018227e+02
22,10,30,1.018227e+02
22,10,40,1.018227e+02
22,10,50,1.018227e+02
22,10,60,1.018227e+02
22,10,70,1.018227e+02
22,10,80,1.018227e+02
22,10,90,1.018227e+02
22,10,100,1.018227e+02
22,10,1,8.035813e+02
22,10,2,1.944390e+02
22,10,3,1.200784e+02
22,10,5,1.105785e+02
22,10,10,1.027641e+02
22,10,20,1.026226e+02
22,10,30,1.026204e+02
22,10,40,1.026198e+02
22,10,50,1.026197e+02
22,10,60,1.026197e+02
22,10,70,1.026197e+02
22,10,80,1.026197e+02
22,10,90,1.026197e+02
22,10,100,1.026197e+02
22,10,1,7.834011e+02
22,10,2,2.963602e+02
22,10,3,1.241809e+02
22,10,5,1.108825e+02
22,10,10,1.011338e+02
22,10,20,1.009316e+02
22,10,30,1.009284e+02
22,10,40,1.009279e+02
22,10,50,1.009278e+02
22,10,60,1.009278e+02
22,10,70,1.009278e+02
22,10,80,1.009278e+02
22,10,90,1.009278e+02
22,10,100,1.009278e+02
